,,,General Information,,,,,,,Current Academic Standing,,,GPA/Academic Performance from previous term:,,,Attendance Record,,,,Previous Academic Support Received,,,,,Academic Challenges,,,,,External/Personal Factors Affecting Performance,,
2402010420,"Rivera, Miguel Lopez",BSEd-English / 2nd Year,CTE,Main,miguel.rivera3896@gmail.com,Face to face,Raul Lecaros,0,1,0,0,3,1st - 2nd Semester,1.9,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
2401009836,"Garcia, Carlo Mae",BSN / 3rd Year,CON,Kalilangan,carlo.garcia5926@gmail.com,Face to face,Aileen C. Domingo,0,1,0,0,4,3rd - 1st Semester,1.84,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2402012714,"Reyes, Alyssa Louise",BSIT / 1st Year,CITC,Main,alyssa.reyes4211@gmail.com,Face to face,Raul Lecaros,0,0,0,0,2,1st - 1st Semester,1.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2401011229,"Valencia, Patricia Claire",BSIS / 3rd Year,CITC,Kibawe,patricia.valencia8168@buksu.edu.ph,Online,Mark T. Villanueva,1,1,0,0,4,3rd - 1st Semester,1.82,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2402009445,"Mendoza, Miguel Rae",BSBio / 3rd Year,CAS,Impasug-ong,miguel.mendoza4730@gmail.com,Returnee,Richard B. Salazar,0,1,0,0,4,2nd - 2nd Semester,2.26,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2501008853,"Domingo, Patricia Claire",BSEd-English / 3rd Year,CTE,Impasug-ong,patricia.domingo358@buksu.edu.ph,Regular,Aileen C. Domingo,1,1,0,1,7,3rd - 1st Semester,2.39,3,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2301014556,"Reyes, Jerome Grace",BSA / 1st Year,CBAA,Kitaotao,jerome.reyes2379@buksu.edu.ph,Face to face,Nina V. Mendoza,0,1,0,1,6,1st - 1st Semester,2.34,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2401014589,"Mercado, Kenneth Louise",BSMath / 1st Year,CAS,Main,kenneth.mercado4574@buksu.edu.ph,Online,Carla M. Reyes,0,0,0,0,4,1st - 1st Semester,1.74,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2302007672,"Pascual, Angel Kate",BSBA-FM / 3rd Year,CBAA,Main,angel.pascual9185@buksu.edu.ph,Face to face,Patrick M. Rosales,0,1,0,0,2,2nd - 2nd Semester,1.83,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2201012460,"Reyes, Kristine Ramos",BSIT / 2nd Year,CITC,Baungon,kristine.reyes923@buksu.edu.ph,Regular,Rhea L. Aquino,0,0,0,0,4,2nd - 1st Semester,1.41,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2201014591,"Rosales, Kenneth Garcia",BSCS / 3rd Year,CITC,Talakag,kenneth.rosales4163@gmail.com,Transferee,Grace B. Lopez,1,1,0,0,4,3rd - 1st Semester,2.25,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2401011311,"Reyes, Andrea Lopez",BSEd-Math / 3rd Year,CTE,Main,andrea.reyes9492@buksu.edu.ph,Face to face,Richard B. Salazar,0,1,0,1,2,2nd - 2nd Semester,2.28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2201012605,"Dela Cruz, Nathan Jane",BSPsych / 2nd Year,CAS,Cabanglasan,nathan.delacruz2798@gmail.com,Transferee,Maria G. Ramos,1,1,1,1,6,1st - 2nd Semester,2.91,3,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2402005265,"Castillo, Nathan Hope",BEEd / 1st Year,CTE,Baungon,nathan.castillo7197@buksu.edu.ph,Regular,Maria G. Ramos,1,1,0,1,5,1st - 1st Semester,2.28,2,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2402005676,"Soriano, Noel Grace",BSCS / 1st Year,CITC,Main,noel.soriano6281@buksu.edu.ph,Face to face,Mark T. Villanueva,1,1,1,0,4,1st - 1st Semester,2.62,2,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
2501008539,"Lopez, Grace Hope",BSMath / 2nd Year,CAS,Main,grace.lopez2912@buksu.edu.ph,Face to face,Jose A. Flores,1,1,0,1,5,1st - 2nd Semester,2.17,3,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
2302006952,"Gonzales, Patricia Mae",BSA / 1st Year,CBAA,Talakag,patricia.gonzales356@buksu.edu.ph,Face to face,Aileen C. Domingo,0,1,0,0,1,1st - 1st Semester,1.03,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201014462,"Domingo, Kristine Marie",BSCrim / 1st Year,CCJE,Main,kristine.domingo4667@gmail.com,Regular,Jose A. Flores,0,0,0,1,2,1st - 1st Semester,1.79,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2501012106,"Villanueva, Kenneth Claire",BEEd / 2nd Year,CTE,Kitaotao,kenneth.villanueva1@gmail.com,Face to face,Mark T. Villanueva,1,1,1,0,4,2nd - 1st Semester,2.61,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2501011467,"Padilla, Rose Ramos",BSN / 2nd Year,CON,Main,rose.padilla2224@gmail.com,Regular,Richard B. Salazar,0,0,0,0,1,1st - 2nd Semester,1.53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2402011506,"Morales, Adrian Miguel",BSN / 3rd Year,CON,Kibawe,adrian.morales9164@gmail.com,Regular,Leah C. Dizon,1,1,1,1,9,3rd - 1st Semester,4,6,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1
2501012548,"Rivera, Rafael Claire",BSEd-Math / 1st Year,CTE,Impasug-ong,rafael.rivera6922@buksu.edu.ph,Face to face,Richard B. Salazar,1,1,1,1,4,1st - 1st Semester,2.56,3,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
2302009709,"Gonzales, Camille Cruz",BSEd-Math / 1st Year,CTE,Kibawe,camille.gonzales2227@buksu.edu.ph,Transferee,Nina V. Mendoza,0,0,0,1,6,1st - 1st Semester,2.1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2501008703,"Navarro, Diana Cruz",BSEntrep / 2nd Year,CBAA,Main,diana.navarro2463@buksu.edu.ph,Transferee,Jose A. Flores,1,0,0,0,1,2nd - 1st Semester,1.54,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2301008772,"Navarro, Fatima Paolo",BEEd / 1st Year,CTE,Dangcagan,fatima.navarro3282@gmail.com,Face to face,Jose A. Flores,1,1,0,0,5,1st - 1st Semester,2.48,2,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
2501009923,"Garcia, John Garcia",BPA / 2nd Year,COA,Kitaotao,john.garcia7338@gmail.com,Face to face,Jose A. Flores,1,1,1,1,7,1st - 2nd Semester,2.69,3,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
2402010883,"Rivera, Patrick Claire",BEEd / 1st Year,CTE,Cabanglasan,patrick.rivera1111@buksu.edu.ph,Face to face,Leah C. Dizon,1,1,0,1,8,1st - 1st Semester,2.43,2,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2401014454,"Aguilar, Jerome Cruz",BPA / 1st Year,COA,Kibawe,jerome.aguilar4956@gmail.com,Face to face,Carla M. Reyes,0,1,0,0,5,1st - 1st Semester,2.28,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
2301006026,"Flores, Juan Marie",BEEd / 1st Year,CTE,Impasug-ong,juan.flores6856@gmail.com,Hybrid,Maria G. Ramos,0,1,0,1,4,1st - 1st Semester,2.37,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2302012325,"Torres, Andrea Lopez",BSBio / 3rd Year,CAS,Impasug-ong,andrea.torres1591@buksu.edu.ph,Face to face,Aileen C. Domingo,1,1,0,0,3,2nd - 2nd Semester,1.87,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2501014405,"Bautista, Miguel Grace",BPA / 1st Year,COA,Impasug-ong,miguel.bautista4837@buksu.edu.ph,Face to face,Mark T. Villanueva,1,1,1,1,5,1st - 1st Semester,2.88,2,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0
2402009904,"Aguilar, Sheila Kate",BSEd-Math / 1st Year,CTE,Talakag,sheila.aguilar5334@yahoo.com,Face to face,Aileen C. Domingo,0,1,0,1,5,1st - 1st Semester,2.13,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2201013405,"Fernandez, Miguel Paolo",BSMath / 4th Year,CAS,Main,miguel.fernandez8775@buksu.edu.ph,Regular,Grace B. Lopez,0,1,0,1,3,4th - 1st Semester,2.3,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2302006902,"Gonzales, Gabriel Miguel",BSIT / 3rd Year,CITC,Main,gabriel.gonzales500@buksu.edu.ph,Regular,Nina V. Mendoza,1,1,0,1,6,2nd - 2nd Semester,2.46,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2402013236,"Reyes, Maria Claire",BSBA-FM / 3rd Year,CBAA,Main,maria.reyes2981@buksu.edu.ph,Online,Carla M. Reyes,1,1,1,1,8,3rd - 1st Semester,3.16,4,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
2302006987,"Villanueva, Adrian Garcia",BSCrim / 3rd Year,CCJE,Main,adrian.villanueva6973@gmail.com,Transferee,Rhea L. Aquino,1,1,1,0,3,2nd - 2nd Semester,2.59,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2401005036,"Aquino, Adrian Mae",BPA / 1st Year,COA,Kitaotao,adrian.aquino4201@gmail.com,Hybrid,Aileen C. Domingo,0,1,0,0,4,1st - 1st Semester,2.36,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2202011237,"Fernandez, Maria Garcia",BSEd-English / 4th Year,CTE,Kalilangan,maria.fernandez6781@gmail.com,Face to face,Mark T. Villanueva,1,1,0,0,5,4th - 1st Semester,2.37,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2402011706,"Villanueva, Lyn Miguel",BSDAT-EMC / 3rd Year,F,Main,lyn.villanueva5308@gmail.com,Face to face,Richard B. Salazar,0,1,0,0,4,3rd - 1st Semester,2.43,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2402007350,"Natividad, Sheila Lyn",BSIS / 4th Year,CITC,Cabanglasan,sheila.natividad8078@buksu.edu.ph,Face to face,Richard B. Salazar,0,1,0,0,3,3rd - 2nd Semester,1.7,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2201010150,"Mendoza, Fatima Miguel",BSPsych / 4th Year,CAS,Main,fatima.mendoza8591@buksu.edu.ph,Hybrid,Mark T. Villanueva,1,1,1,1,7,4th - 1st Semester,2.75,3,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2501008379,"Flores, Louise Faith",BSEd-English / 2nd Year,CTE,Kitaotao,louise.flores1710@yahoo.com,Face to face,Richard B. Salazar,0,1,0,0,1,1st - 2nd Semester,1.18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2402013485,"Aguilar, Lyn Cruz",BSMath / 4th Year,CAS,Main,lyn.aguilar698@buksu.edu.ph,Face to face,Grace B. Lopez,0,0,0,0,3,3rd - 2nd Semester,1.37,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2501012663,"Padilla, Joy Paolo",BSIS / 3rd Year,CITC,Main,joy.padilla7918@buksu.edu.ph,Face to face,Rhea L. Aquino,0,1,0,0,5,2nd - 2nd Semester,2.15,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
2302005099,"Aguilar, Patricia Jane",BSA / 3rd Year,CBAA,Kitaotao,patricia.aguilar5013@buksu.edu.ph,Regular,Paolo D. Torres,1,1,0,1,7,2nd - 2nd Semester,2.31,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2201010249,"Ocampo, Sheila Cruz",BSN / 3rd Year,CON,Baungon,sheila.ocampo4307@buksu.edu.ph,Face to face,Grace B. Lopez,0,0,0,0,3,3rd - 1st Semester,1.62,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2301013849,"Aguilar, Vincent Paolo",BEEd / 2nd Year,CTE,Baungon,vincent.aguilar7993@buksu.edu.ph,Hybrid,Angela S. Bautista,1,1,1,1,4,1st - 2nd Semester,2.57,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2301012867,"Castillo, Louise Jose",BSBA-FM / 1st Year,CBAA,Main,louise.castillo5233@buksu.edu.ph,Returnee,Paolo D. Torres,1,1,1,1,4,1st - 1st Semester,2.09,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
2401005343,"Cabrera, Janelle Kate",BSPsych / 4th Year,CAS,Main,janelle.cabrera1604@buksu.edu.ph,Regular,Maria G. Ramos,0,1,0,0,4,3rd - 2nd Semester,1.67,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2202008573,"Aquino, Angel Beth",BSDAT-EMC / 1st Year,F,Main,angel.aquino9890@buksu.edu.ph,Transferee,John P. Navarro,0,0,0,0,4,1st - 1st Semester,2.1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2501010765,"Valencia, Camille Garcia",BSMath / 2nd Year,CAS,Main,camille.valencia2853@yahoo.com,Face to face,Angela S. Bautista,0,0,0,1,4,2nd - 1st Semester,1.71,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2501013753,"Ocampo, Kenneth Lopez",BSBA-FM / 2nd Year,CBAA,Malitbog,kenneth.ocampo5218@buksu.edu.ph,Face to face,Angela S. Bautista,0,1,0,1,4,1st - 2nd Semester,2.31,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
2202013854,"Aquino, Nathan Ramos",BSCrim / 4th Year,CCJE,Kitaotao,nathan.aquino8405@buksu.edu.ph,Face to face,Aileen C. Domingo,1,1,1,1,6,4th - 1st Semester,3.33,4,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
2301012480,"Salazar, Anne Rae",BSDAT-EMC / 4th Year,F,Cabanglasan,anne.salazar7917@buksu.edu.ph,Returnee,Leah C. Dizon,0,0,0,1,3,3rd - 2nd Semester,1.81,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2302009674,"Pascual, Diana Hope",BSEd-Math / 2nd Year,CTE,Main,diana.pascual1366@buksu.edu.ph,Face to face,Grace B. Lopez,0,1,0,0,4,2nd - 1st Semester,1.46,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401007132,"Gonzales, Sheila Mae",BSA / 1st Year,CBAA,Dangcagan,sheila.gonzales4041@buksu.edu.ph,Face to face,Grace B. Lopez,1,1,0,1,6,1st - 1st Semester,2.43,2,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
2401008585,"Valencia, Jessa Paolo",BSCS / 1st Year,CITC,Main,jessa.valencia3921@gmail.com,Face to face,Maria G. Ramos,0,1,0,0,4,1st - 1st Semester,1.89,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2201012878,"Cabrera, Joy Santos",BSDAT-EMC / 1st Year,F,Main,joy.cabrera8198@buksu.edu.ph,Face to face,Rhea L. Aquino,1,1,1,1,7,1st - 1st Semester,2.86,3,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
2302011942,"Fernandez, Juan Claire",BSN / 2nd Year,CON,Impasug-ong,juan.fernandez9620@gmail.com,Hybrid,Angela S. Bautista,1,1,1,1,6,1st - 2nd Semester,2.55,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2401009779,"Valencia, Louise Anne",BSIS / 3rd Year,CITC,Dangcagan,louise.valencia6341@buksu.edu.ph,Face to face,Richard B. Salazar,0,1,0,0,3,3rd - 1st Semester,2.09,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2202007534,"Aquino, Kaye Ramos",BSBA-FM / 2nd Year,CBAA,Main,kaye.aquino406@gmail.com,Regular,Rhea L. Aquino,0,1,0,1,6,2nd - 1st Semester,2.33,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2401010946,"Lopez, Anne Beth",BSBio / 3rd Year,CAS,San Fernando,anne.lopez6657@buksu.edu.ph,Face to face,Nina V. Mendoza,1,1,1,1,4,3rd - 1st Semester,2.71,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2202007496,"Natividad, Rafael Paolo",BSN / 1st Year,CON,Main,rafael.natividad9657@yahoo.com,Face to face,Jose A. Flores,1,1,1,1,8,1st - 1st Semester,2.82,2,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0
2202012714,"Ocampo, Mark Claire",BSA / 2nd Year,CBAA,San Fernando,mark.ocampo9105@buksu.edu.ph,Hybrid,Aileen C. Domingo,1,1,0,0,4,2nd - 1st Semester,2.49,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2401013496,"Dela Cruz, Janelle Claire",BSPsych / 1st Year,CAS,Kitaotao,janelle.delacruz2131@buksu.edu.ph,Face to face,Maria G. Ramos,1,1,1,0,4,1st - 1st Semester,2.65,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
2501009887,"Salazar, Lyn Louise",BSIS / 2nd Year,CITC,Cabanglasan,lyn.salazar6428@buksu.edu.ph,Face to face,Raul Lecaros,1,1,0,1,2,2nd - 1st Semester,2.13,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2201011340,"Pascual, Bianca Santos",BSMath / 3rd Year,CAS,Kitaotao,bianca.pascual911@gmail.com,Face to face,Jose A. Flores,1,1,1,1,8,3rd - 1st Semester,4.16,6,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1
2401012899,"Domingo, Joshua Jose",BSBio / 2nd Year,CAS,Kitaotao,joshua.domingo172@buksu.edu.ph,Regular,Patrick M. Rosales,1,1,0,0,5,1st - 2nd Semester,2.37,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2301006022,"Ocampo, Mark Rose",BSMath / 3rd Year,CAS,Kitaotao,mark.ocampo2070@buksu.edu.ph,Regular,Rhea L. Aquino,0,0,0,0,3,3rd - 1st Semester,2.07,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2301006630,"Domingo, Mae Jane",BSCrim / 4th Year,CCJE,Baungon,mae.domingo2597@buksu.edu.ph,Face to face,Maria G. Ramos,0,1,0,0,5,4th - 1st Semester,2.22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2401012934,"Flores, Angelo Claire",BSEntrep / 1st Year,CBAA,Impasug-ong,angelo.flores5037@buksu.edu.ph,Hybrid,Angela S. Bautista,1,1,1,1,5,1st - 1st Semester,2.81,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2302006907,"Ramos, Mae Claire",BSMath / 1st Year,CAS,Main,mae.ramos2520@yahoo.com,Face to face,Aileen C. Domingo,1,1,0,0,4,1st - 1st Semester,2.21,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2201005897,"Padilla, Grace Lopez",BSN / 1st Year,CON,Main,grace.padilla8643@yahoo.com,Face to face,Aileen C. Domingo,1,1,0,0,4,1st - 1st Semester,1.34,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2302010136,"Aquino, Mark Rae",BSMath / 3rd Year,CAS,Main,mark.aquino622@gmail.com,Regular,Jose A. Flores,1,1,0,0,3,3rd - 1st Semester,2.25,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
2302010780,"Pascual, Sophia Faith",BSBio / 2nd Year,CAS,Main,sophia.pascual9414@buksu.edu.ph,Face to face,Carla M. Reyes,0,1,0,0,3,1st - 2nd Semester,1.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2501007751,"Villanueva, Allen Beth",BSA / 1st Year,CBAA,Baungon,allen.villanueva6133@buksu.edu.ph,Regular,John P. Navarro,1,1,1,1,5,1st - 1st Semester,3.32,5,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2301007312,"Soriano, Joseph Paolo",BSBA-FM / 4th Year,CBAA,Main,joseph.soriano1167@buksu.edu.ph,Regular,Carla M. Reyes,0,1,0,1,6,4th - 1st Semester,2.16,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2201010283,"Flores, Andrea Lyn",BSEntrep / 4th Year,CBAA,San Fernando,andrea.flores6428@buksu.edu.ph,Face to face,Paolo D. Torres,0,0,0,0,1,4th - 1st Semester,1.9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2401014039,"Soriano, Bianca Mae",BSEd-Math / 3rd Year,CTE,Kibawe,bianca.soriano1268@buksu.edu.ph,Regular,Mark T. Villanueva,1,1,1,1,6,3rd - 1st Semester,3.08,4,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0
2402006704,"Bautista, Rhea Garcia",BSIS / 2nd Year,CITC,Kalilangan,rhea.bautista8777@gmail.com,Face to face,Patrick M. Rosales,1,1,1,1,6,1st - 2nd Semester,2.71,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2402009585,"Aquino, Grace Miguel",BSCrim / 1st Year,CCJE,Kibawe,grace.aquino291@buksu.edu.ph,Face to face,Mark T. Villanueva,0,0,0,0,2,1st - 1st Semester,2.04,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2201014023,"Rosales, Andrea Santos",BSIS / 1st Year,CITC,Main,andrea.rosales7064@buksu.edu.ph,Regular,Aileen C. Domingo,0,1,0,0,5,1st - 1st Semester,2.24,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2402008107,"Cabrera, Noel Santos",BSEntrep / 1st Year,CBAA,Malitbog,noel.cabrera6811@buksu.edu.ph,Face to face,Nina V. Mendoza,1,1,1,1,10,1st - 1st Semester,3.85,6,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1
2302012338,"Villanueva, Adrian Reyes",BSMath / 2nd Year,CAS,Main,adrian.villanueva3516@buksu.edu.ph,Regular,Aileen C. Domingo,1,1,1,1,6,2nd - 1st Semester,3.65,5,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1
2302011180,"Villanueva, Adrian Lopez",BSBio / 2nd Year,CAS,Kalilangan,adrian.villanueva6187@buksu.edu.ph,Face to face,Nina V. Mendoza,1,1,1,1,7,1st - 2nd Semester,3.28,4,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
2501013137,"Navarro, Kenneth Grace",BSEd-English / 2nd Year,CTE,Kitaotao,kenneth.navarro1881@gmail.com,Face to face,John P. Navarro,1,1,0,1,3,2nd - 1st Semester,2.14,2,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0
2402013932,"Domingo, Jerome Garcia",BSEd-English / 1st Year,CTE,Main,jerome.domingo7562@buksu.edu.ph,Face to face,Carla M. Reyes,0,1,1,1,6,1st - 1st Semester,2.3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2501006505,"Ocampo, Sean Lyn",BSEd-English / 4th Year,CTE,Cabanglasan,sean.ocampo2344@gmail.com,Regular,Jose A. Flores,1,1,1,1,5,3rd - 2nd Semester,4.42,6,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1
2202009994,"Soriano, Christian Ramos",BSDAT-EMC / 2nd Year,F,Kibawe,christian.soriano8231@buksu.edu.ph,Face to face,Mark T. Villanueva,1,1,1,1,5,2nd - 1st Semester,2.67,3,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1
2501005732,"Dela Cruz, Louise Hope",BSN / 1st Year,CON,Dangcagan,louise.delacruz7369@buksu.edu.ph,Regular,Rhea L. Aquino,0,1,0,1,2,1st - 1st Semester,1.97,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2301012848,"Soriano, Rhea Grace",BSIT / 1st Year,CITC,Dangcagan,rhea.soriano9873@buksu.edu.ph,Face to face,Jose A. Flores,1,1,1,1,6,1st - 1st Semester,2.94,3,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
2302006584,"Padilla, Mark Cruz",BSCrim / 1st Year,CCJE,Main,mark.padilla7968@yahoo.com,Regular,Leah C. Dizon,0,1,0,1,2,1st - 1st Semester,1.87,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
2301014537,"Castillo, Sheila Hope",BSN / 1st Year,CON,Cabanglasan,sheila.castillo4965@gmail.com,Regular,Mark T. Villanueva,1,1,1,1,5,1st - 1st Semester,2.96,5,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1
2402012666,"Gonzales, Rhea Rose",BSBio / 4th Year,CAS,San Fernando,rhea.gonzales7006@gmail.com,Face to face,Paolo D. Torres,1,1,0,0,5,4th - 1st Semester,2.19,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2401008131,"Mercado, Vincent Santos",BSEd-English / 2nd Year,CTE,Main,vincent.mercado97@buksu.edu.ph,Regular,Maria G. Ramos,1,1,1,1,5,2nd - 1st Semester,2.54,3,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
2402010211,"Ocampo, Alyssa Mae",BSN / 3rd Year,CON,Main,alyssa.ocampo2168@buksu.edu.ph,Regular,Maria G. Ramos,0,1,0,0,2,3rd - 1st Semester,1.62,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2201014435,"Fernandez, Jessa Garcia",BSA / 4th Year,CBAA,Kitaotao,jessa.fernandez8426@buksu.edu.ph,Transferee,Patrick M. Rosales,1,1,1,1,6,4th - 1st Semester,3.19,5,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0
2402009144,"Rosales, Daniel Paolo",BSCrim / 4th Year,CCJE,Main,daniel.rosales6762@gmail.com,Transferee,Carla M. Reyes,0,1,0,0,3,3rd - 2nd Semester,1.46,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
2402011995,"Aquino, Bryan Reyes",BPA / 4th Year,COA,Baungon,bryan.aquino1084@buksu.edu.ph,Hybrid,Richard B. Salazar,1,1,1,0,5,4th - 1st Semester,2.68,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
2501007557,"Mercado, Kenneth Louise",BSEd-Math / 3rd Year,CTE,Main,kenneth.mercado8524@buksu.edu.ph,Returnee,Aileen C. Domingo,1,1,1,0,2,2nd - 2nd Semester,2.02,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2501011215,"Bautista, Vincent Santos",BSEntrep / 4th Year,CBAA,Main,vincent.bautista5839@buksu.edu.ph,Regular,Raul Lecaros,1,0,0,0,1,3rd - 2nd Semester,1.92,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2401010730,"Natividad, Sophia Lyn",BEEd / 1st Year,CTE,Dangcagan,sophia.natividad2393@buksu.edu.ph,Hybrid,Angela S. Bautista,1,1,1,1,8,1st - 1st Semester,4.1,6,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0
