Student_No,Name,Midterm_CS_Equivalent,Midterm_LAB_Equivalent,Midterm_MO_Equivalent,Midterm_Grade,Finalterm_CS_Equivalent,Finalterm_LAB_Equivalent,Finalterm_MO_Equivalent,Finalterm_Grade,Midterm_Weighted_Component,Finalterm_Weighted_Component,Final_Grade,Remarks,Midterm_CS_Raw_Short_Film_Proposal,Midterm_LAB_Raw_Storyboard,Midterm_MO_Raw_Long_Quiz_50pts,Midterm_CS_Max,Midterm_LAB_Max,Midterm_MO_Max,Finalterm_PPR1_Raw_5pts,Finalterm_PPR2_Raw_5pts,Finalterm_PPR3_Raw_5pts,Finalterm_PPR4_Raw_5pts,Finalterm_PPR5_Raw_5pts,Finalterm_PPR_Max_Each
2236446338,"Malana, Sean J.",2.5,3,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,Passed,71,63,34.6,100,100,50,3.51,3.18,3.95,3.3,3,5
2236917442,"Salto, Nicole J.",2.5,3,3.25,3.00,2.75,2.75,2.75,2.75,2.95,2.75,2.75,Passed,71,63,29.9,100,100,50,3.25,3.37,3.47,3.58,3.09,5
2225269195,"Nuer, Lance E.",2.5,3,3.25,3.00,3.5,3.5,3.25,3.50,2.95,3.4,5.00,Failed,72,63,29.3,100,100,50,3.25,3.27,2.71,2.84,2.91,5
2394213232,"Halinon, Thomas O.",1.75,2.75,2.25,2.25,2.5,2.5,2.25,2.50,2.25,2.4,2.25,Passed,86,68,39.2,100,100,50,3.87,3.06,3.89,3.75,3.71,5
2311428629,"Valdez, Claire D.",3.25,3,3,3.00,3,3,3,3.00,3.075,3,3.00,Passed,56,62,30.6,100,100,50,2.93,3.19,3.31,3.3,3.22,5
2352351145,"Salto, Maria N.",1.25,1.5,1,1.25,1.25,1.5,1.5,1.50,1.225,1.425,1.25,Passed,93,88,49.8,100,100,50,5,4.97,4.61,4.21,4.54,5
2278320293,"De Guzman, Princess F.",4,3.75,3.75,5.00,3.5,3.75,3.75,5.00,3.825,3.675,5.00,Failed,43,49,24.2,100,100,50,2.25,2.42,2.17,2.63,2.32,5
2336081039,"Quimbo, Mary I.",1.25,1,1,1.00,1.25,1.25,1.25,1.25,1.075,1.25,1.25,Passed,94,99,48.9,100,100,50,4.82,5,4.19,4.44,4.94,5
2323089994,"Santos, Mary M.",2,3,2.75,2.50,2.5,2.5,2.75,2.50,2.6,2.6,2.50,Passed,80,64,34.3,100,100,50,3.66,3.29,3.37,3.43,3.12,5
2334158860,"Reyes, Mary G.",2.75,2.25,2.25,2.50,2.75,2.5,2.25,2.50,2.4,2.475,2.50,Passed,68,78,38.3,100,100,50,3.79,3.67,3.7,3.85,3.45,5
2248224269,"Santos, Maria J.",2.25,2.75,2.5,2.50,2.75,2.5,2.75,2.75,2.5,2.675,2.50,Passed,75,67,35.3,100,100,50,3.3,3.83,2.76,3.76,3.72,5
2236119122,"Villanueva, Meljon J.",1,1.25,1,1.00,1,1.25,1,1.00,1.075,1.075,1.00,Passed,96,95,48,100,100,50,5,4.85,5,4.73,4.51,5
2356921380,"Santos, Maria D.",2,2,2.25,2.00,2.5,2.75,2.25,2.50,2.1,2.475,2.25,Passed,80,83,37.9,100,100,50,3.6,3.72,3.87,3.41,4.21,5
2389274612,"Salto, Thomas J.",1,1.25,1.25,1.25,1.25,1,1,1.00,1.175,1.075,1.00,Passed,96,93,47.6,100,100,50,5,5,4.51,5,4.92,5
2265886551,"Bautista, Faith E.",1.25,1.5,1.5,1.50,2,1,1,1.25,1.425,1.3,1.25,Passed,95,89,44.9,100,100,50,4.46,4.58,4.79,4.16,4.87,5
2225355797,"Añonuevo, Franz J.",2.5,2.5,2.75,2.50,2.5,2.5,2.5,2.50,2.6,2.5,2.50,Passed,71,70,33.6,100,100,50,3.29,3.61,3.9,3.82,3.51,5
2208318465,"Tolentino, Ella J.",3,2.75,3,3.00,2.75,2.5,2.75,2.75,2.925,2.675,2.75,Passed,62,65,32.4,100,100,50,3.64,3.21,3.53,3.46,2.89,5
2358094388,"Quimbo, Ian P.",3.25,2.5,2.75,2.75,2.75,2.75,2.75,2.75,2.825,2.75,2.75,Passed,59,72,33.8,100,100,50,3.53,3.52,3.39,3.64,3.3,5
2262604657,"Domingo, Joshua O.",1,1.25,1.75,1.25,1,1.25,1,1.00,1.375,1.075,1.25,Passed,97,93,43.1,100,100,50,5,5,4.78,4.44,4.77,5
2222380137,"Dela Cruz, Mark I.",2.5,2.25,2.25,2.25,2.5,2.5,2.25,2.50,2.325,2.4,2.25,Passed,73,78,38.9,100,100,50,3.71,3.82,3.61,3.55,3.35,5
2379473103,"Salazar, EJ E.",4,5,4,5.00,5,4,4,5.00,4.3,4.3,5.00,Failed,42,36,21.9,100,100,50,1.89,2.12,1.9,2.19,1.92,5
2273536065,"Nuer, Sean I.",2.5,2.5,2.5,2.50,2.75,2.75,2.75,2.75,2.5,2.75,2.50,Passed,71,73,36.3,100,100,50,3.59,2.91,4.07,3.53,3.05,5
2392116802,"Lantinay, Patrick G.",1.75,1.75,2.25,2.00,1.5,2,1.75,1.75,1.95,1.75,1.75,Passed,86,86,39.9,100,100,50,4.07,4.31,4.24,4.63,4.44,5
2348200538,"Cruz, Kevin O.",1.25,1.5,1.25,1.25,1.5,1.25,1.5,1.50,1.325,1.425,1.25,Passed,91,87,45.8,100,100,50,4.41,4.82,4.15,4.82,4.53,5
2250680804,"Maraon, Renz M.",3.25,3,3.25,3.25,3.25,3,3.25,3.25,3.175,3.175,5.00,Failed,55,62,27.9,100,100,50,3.23,2.87,2.75,2.66,3.06,5
2339061003,"Gumapac, Sean M.",2.5,2,1.5,2.00,2,2.25,2.25,2.25,1.95,2.175,2.00,Passed,72,80,44.7,100,100,50,3.86,4.32,4.06,3.81,3.65,5
2229326817,"Magante, Joshua C.",5,3.75,3.75,5.00,3.75,4,4,5.00,4.125,3.925,5.00,Failed,35,46,23.2,100,100,50,2.35,1.74,2.02,2.56,2.29,5
2276577693,"Cabuco, Jade E.",2,2.25,2,2.00,2,2,2,2.00,2.075,2,2.00,Passed,84,76,42.3,100,100,50,4.47,4,3.9,4.32,4.17,5
2321150441,"Dela Cerna, Ian H.",2.5,2.75,2.5,2.50,2.5,2.5,2.5,2.50,2.575,2.5,2.50,Passed,73,65,35.9,100,100,50,3.77,3.52,3.24,3.7,3.66,5
2219258539,"Dela Cruz, Rogelio N.",3.25,3,3,3.00,3,3.25,3.25,3.25,3.075,3.175,3.00,Passed,59,64,30.2,100,100,50,2.92,3,3.19,3,2.76,5
2357316783,"Nuer, Nathan H.",3.25,3.5,3.5,3.50,3,2.75,3,3.00,3.425,2.925,5.00,Failed,58,53,26.7,100,100,50,3.2,2.87,2.92,3.14,3.3,5
2316620269,"Salazar, James O.",3,2.5,3,2.75,3,3,3,3.00,2.85,3,3.00,Passed,63,74,30.3,100,100,50,3.19,3.49,2.71,3.16,3.15,5
2382557213,"Malana, Jannerie I.",3.5,4,3.5,5.00,3.25,3.5,3.75,5.00,3.65,3.525,5.00,Failed,53,40,25.7,100,100,50,2.58,1.97,2.74,2.66,2.43,5
2371746242,"Publico, Patrick C.",1.25,1.75,1.5,1.50,1.5,1.5,1.25,1.50,1.5,1.4,1.50,Passed,95,85,43.7,100,100,50,4.69,4.58,4.76,4.86,4.6,5
2205676107,"Soriano, Paolo P.",3,3.5,2.5,3.00,3,2.75,2.75,2.75,2.95,2.825,3.00,Passed,63,52,35.4,100,100,50,3.22,3.33,3.52,3.24,3.12,5
2287473639,"Magante, Khiara L.",2.5,2.5,3,2.75,2.75,2.75,2.75,2.75,2.7,2.75,2.75,Passed,73,74,31.9,100,100,50,3.43,3.09,3.45,3.34,3.48,5
2321166977,"Abad, Winchel K.",3,2.5,2.75,2.75,2.75,2.25,2.75,2.50,2.75,2.6,2.75,Passed,63,74,33.5,100,100,50,3.75,3.33,3.45,3.67,3.87,5
2205933026,"Aquino, Anne P.",2.75,3,2.5,2.75,2.5,2.5,2.25,2.50,2.725,2.4,2.50,Passed,66,63,35.9,100,100,50,3.23,3.27,3.85,3.21,3.69,5
2276171183,"Mendoza, Daniel M.",3.75,3.5,3.75,5.00,3.5,3.75,3.5,5.00,3.675,3.575,5.00,Failed,49,50,24.4,100,100,50,2.5,2.15,2.71,2.75,2.4,5
2381860563,"Lantinay, John M.",2,2.25,2.25,2.25,2.25,2.25,2,2.25,2.175,2.15,2.25,Passed,80,79,39.5,100,100,50,4.12,3.7,4.23,4.03,3.89,5
2305657408,"De Guzman, Renz J.",2,2,1.75,2.00,2,2.25,2.25,2.25,1.9,2.175,2.00,Passed,84,80,43.4,100,100,50,4.03,3.77,4.37,3.68,4.3,5
2232195526,"Cajes, Justine O.",2.5,2.25,2.5,2.50,2.25,2.25,2,2.25,2.425,2.15,2.25,Passed,72,77,36,100,100,50,3.69,3.63,3.84,3.96,3.75,5
2207833816,"Quimbo, Mary D.",5,5,5,5.00,5,3.75,4,5.00,5,4.225,5.00,Failed,36,31,19.8,100,100,50,2.07,1.95,2.19,2.12,1.94,5
2237058860,"Torres, Princess L.",2,2,1.75,2.00,1.5,2,2,1.75,1.9,1.85,1.75,Passed,83,81,42.5,100,100,50,3.88,4.62,4.36,3.95,4.73,5
2395346074,"Dela Cruz, Jaira M.",2.75,2.5,2.75,2.75,2.75,3,2.75,2.75,2.675,2.825,2.75,Passed,66,71,33.5,100,100,50,3.53,3.3,3.98,3.11,3.03,5
2382474885,"Abad, Christian J.",2.25,2,3,2.50,2,2,2.25,2.00,2.475,2.1,2.25,Passed,77,83,31.6,100,100,50,4.14,3.88,3.78,4.14,3.74,5
2316414431,"Cabuco, Jade O.",2,1.5,2.25,2.00,1.5,1.5,1.5,1.50,1.95,1.5,1.75,Passed,84,88,38.3,100,100,50,3.95,4.41,4.51,4.56,4.4,5
2357425583,"Aquino, Sean G.",2.5,2.25,2.25,2.25,2.5,2.5,2.25,2.50,2.325,2.4,2.25,Passed,70,76,37.8,100,100,50,3.7,3.45,4.02,4.16,3.77,5
2320155069,"Gonzales, Sean D.",2.5,3,3,2.75,3.25,3.25,3,3.25,2.85,3.15,3.00,Passed,73,62,31.5,100,100,50,3.11,3.1,3.05,2.81,3.03,5
2331730989,"Flores, Christian C.",1.75,1.5,2,1.75,1.5,1.5,1,1.25,1.775,1.3,1.50,Passed,86,89,40.6,100,100,50,4.69,4.53,4.44,5,4.19,5
2276221207,"Tan, Jannerie F.",3,2.75,3.25,3.00,2.75,2.75,2.75,2.75,3.025,2.75,3.00,Passed,61,66,28.8,100,100,50,2.87,3.15,3.75,3.38,2.95,5
2215908230,"Publico, Thomas A.",3.75,3,3.25,3.25,3,2.75,3.25,3.00,3.325,3.025,5.00,Failed,46,64,29,100,100,50,2.91,2.39,2.84,3.61,3.35,5
2300079290,"Añonuevo, Juvel D.",5,5,5,5.00,5,5,5,5.00,5,5,5.00,Failed,34,35,18.7,100,100,50,2.48,1.98,1.6,2.02,1.64,5
2291944691,"Rubio, Renz H.",2,2.5,2.75,2.50,2.25,2.25,2,2.25,2.45,2.15,2.25,Passed,80,74,33.4,100,100,50,4.21,3.53,4.08,3.57,4.05,5
2277869677,"Albarracin, Trisha D.",2.25,2.5,2.25,2.25,1.5,2,1.5,1.75,2.325,1.65,2.00,Passed,75,74,39.7,100,100,50,4.38,4.22,4.36,4.26,4.07,5
2360514737,"Fernandez, Miguel C.",3,3.5,2.75,3.00,2.75,2.75,3,2.75,3.05,2.85,3.00,Passed,61,53,34.1,100,100,50,3.32,3.58,3.6,3.5,3.2,5
2305124959,"Valdez, Miguel P.",1.25,1.25,1,1.25,1.25,1,1.25,1.25,1.15,1.175,1.25,Passed,95,92,48.1,100,100,50,4.74,4.8,5,5,4.1,5
2203464394,"Merina, Jade G.",1.5,1.5,1.25,1.50,1.25,1.5,1,1.25,1.4,1.225,1.25,Passed,88,88,47.8,100,100,50,5,4.65,4.7,4.77,4.13,5
2286950689,"Merina, Maria L.",1.5,1.5,1.25,1.50,1.5,2,1.5,1.75,1.4,1.65,1.50,Passed,90,90,47.6,100,100,50,4.64,4.36,4.52,3.86,4.67,5
2313832588,"Valdez, Ella I.",3.75,3.75,4,5.00,4,4,3.75,5.00,3.85,3.9,5.00,Failed,48,47,20.9,100,100,50,2.44,2.17,2.48,1.74,2.58,5
2373487905,"Lisondra, Lance M.",2.25,2.25,2.75,2.50,2.5,2.5,2.25,2.50,2.45,2.4,2.50,Passed,77,75,34.9,100,100,50,3.74,3.69,3.26,3.56,4.1,5
2354008352,"Santos, Donna O.",2.25,2.25,1.75,2.00,2,2,2,2.00,2.05,2,2.00,Passed,78,75,42.5,100,100,50,3.9,4.46,4.41,4.78,4.1,5
2296142366,"Magante, Thomas C.",1.25,1,1,1.00,1.25,1,1.25,1.25,1.075,1.175,1.00,Passed,91,98,50,100,100,50,4.75,4.82,4.62,5,4.87,5
2399059538,"Valdez, Donna J.",1.25,1,1,1.00,1.25,1.25,1.25,1.25,1.075,1.25,1.25,Passed,93,97,50,100,100,50,4.54,4.57,5,4.8,4.76,5
2220706382,"Valdez, John D.",3.25,3.25,2.75,3.00,2.75,2.75,2.75,2.75,3.05,2.75,3.00,Passed,57,58,33.1,100,100,50,3.31,2.93,3.71,3.54,2.88,5
2346452763,"Dela Cerna, Sean P.",3.5,3.5,3.5,3.50,3.25,3.5,3.5,3.50,3.5,3.425,5.00,Failed,50,51,27.4,100,100,50,2.7,2.71,2.82,2.64,2.69,5
2248383555,"Mercado, John N.",4,3.75,3.5,5.00,3.5,3.75,3.75,5.00,3.725,3.675,5.00,Failed,44,46,25.2,100,100,50,2.52,2.5,2.44,2.49,1.96,5
2295716233,"Delfin, Nathan M.",3.5,3.5,3,3.25,3.75,3.25,3.5,3.50,3.3,3.5,5.00,Failed,54,51,30.3,100,100,50,2.58,3.23,2.81,3.01,2.52,5
2309014670,"Delfin, Trisha L.",2.25,2.5,2,2.25,2.5,2.5,2.75,2.50,2.225,2.6,2.50,Passed,76,72,40.8,100,100,50,3.69,3.47,3.84,3.79,3.37,5
2385554288,"Reyes, Jessa F.",3.5,3.75,3.75,5.00,3.5,3.75,3.75,5.00,3.675,3.675,5.00,Failed,50,48,22.8,100,100,50,2.28,2.67,2.43,2.41,2.78,5
2336289323,"Maraon, Kevin I.",2.25,2,2.25,2.25,2.25,2,2,2.00,2.175,2.075,2.00,Passed,75,81,37.7,100,100,50,4.25,4.04,3.78,4.08,3.79,5
2261145336,"Lintawahan, Patrick K.",3.5,3.25,3.75,5.00,4,5,3.75,5.00,3.525,4.2,5.00,Failed,54,56,24.6,100,100,50,2.64,1.98,1.96,2,2.51,5
2349581651,"Aquino, Meljon J.",1.75,1.75,1.75,1.75,2.25,2.25,2,2.25,1.75,2.15,2.00,Passed,86,85,43.3,100,100,50,4.05,4.19,4,4.13,3.42,5
2204267705,"Tilanduca, Lester M.",1.5,1.75,1.5,1.50,2.5,2,2,2.25,1.575,2.15,1.75,Passed,88,86,44.4,100,100,50,3.93,4.46,4.13,3.74,4.37,5
2303605236,"Mendoza, Pol J.",2.5,2.5,2.25,2.50,2.25,2.25,2,2.25,2.4,2.15,2.25,Passed,73,74,38.8,100,100,50,4.32,4.17,3.58,3.68,3.91,5
2203877733,"Bautista, Christian P.",3.5,3.5,3.75,5.00,3.25,3.75,3.5,3.50,3.6,3.5,5.00,Failed,52,54,23.5,100,100,50,2.63,2.56,2.66,3.05,2.28,5
2269626377,"Quimbo, Christian E.",2.75,2.5,3,2.75,2.5,2.75,2.75,2.75,2.775,2.675,2.75,Passed,66,74,31.4,100,100,50,3.6,3.24,3.82,3.35,3.47,5
2301214407,"Salazar, Sean O.",5,4,5,5.00,5,4,4,5.00,4.7,4.3,5.00,Failed,34,42,19.3,100,100,50,1.81,2.25,1.87,2.5,2.01,5
2371682105,"Rivera, Nathan O.",2.25,2.75,2,2.25,2.25,2,2.25,2.25,2.3,2.175,2.25,Passed,75,69,40.4,100,100,50,3.38,3.57,3.99,3.79,3.75,5
2359777738,"Cabuco, John B.",4,5,4,5.00,3.75,4,4,5.00,4.3,3.925,5.00,Failed,42,38,20.4,100,100,50,2.19,2.29,2.25,2.46,2.32,5
2378985769,"Castro, Gabriel N.",3,3.25,3.5,3.25,2.75,2.75,3,2.75,3.275,2.85,3.00,Passed,63,59,26.8,100,100,50,3.15,3.44,3.17,3.54,3.47,5
2353602648,"Gonzales, Mary E.",2.5,2.5,3,2.75,2.5,2.25,2.5,2.50,2.7,2.425,2.50,Passed,72,70,31.2,100,100,50,3.62,3.49,2.93,3.92,3.67,5
2392205934,"Maraon, Ella N.",1.25,1.75,1.25,1.50,1.25,1.5,1.75,1.50,1.4,1.525,1.50,Passed,92,86,46.3,100,100,50,4.7,4.54,4.09,4.28,4.12,5
2260193678,"Dela Cerna, Natalie G.",2,2,2.25,2.00,2.25,2.25,2.25,2.25,2.1,2.25,2.25,Passed,80,80,39.9,100,100,50,3.43,3.74,3.73,4.31,3.99,5
2319725393,"Garcia, Franz O.",2.75,2.75,3,2.75,2.75,2.75,2.5,2.75,2.85,2.65,2.75,Passed,65,65,30.2,100,100,50,3.29,3.87,3.03,3.14,3.74,5
2222572710,"Uy, Trisha E.",2.5,2.25,2.75,2.50,2,2.75,2.5,2.50,2.525,2.425,2.50,Passed,73,75,34.9,100,100,50,3.96,3.68,3.98,3.82,3.81,5
2206583635,"De Guzman, Jaymarc E.",2.5,2.5,2.5,2.50,2.75,2.75,3.25,3.00,2.5,2.95,2.75,Passed,71,73,37.1,100,100,50,3.25,3.31,3.38,3.51,3.39,5
2361737591,"Tan, Miguel C.",5,5,5,5.00,5,5,5,5.00,5,5,5.00,Failed,24,26,11.2,100,100,50,2.12,1.22,1.64,1.63,1.72,5
2256922024,"Magante, Jessa H.",3,3.25,4,3.50,3.25,3.5,3,3.25,3.475,3.225,5.00,Failed,62,58,20.6,100,100,50,2.83,2.69,2.52,3.14,2.92,5
2391487317,"Maraon, John K.",2,1.25,2,1.75,2,2,1.5,1.75,1.775,1.8,1.75,Passed,80,91,40.6,100,100,50,4.17,4.18,3.94,4.35,4.42,5
2335018012,"Cruz, Patrick O.",2,2,2,2.00,2,2.25,2.25,2.25,2,2.175,2.00,Passed,82,81,41.3,100,100,50,3.95,3.82,3.92,4,4.07,5
2290433563,"Villanueva, Natalie E.",2.5,2.25,1.25,2.00,1.5,1,1.5,1.25,1.925,1.35,1.75,Passed,74,77,45.8,100,100,50,4.06,4.15,4.48,4.82,4.93,5
2226219230,"Aquino, John J.",2.25,2,2.5,2.25,2,2.5,2.5,2.25,2.275,2.35,2.25,Passed,75,82,37.1,100,100,50,4.13,3.58,3.7,3.73,4.05,5
2274142257,"Valdez, Mark K.",2.75,2.25,2.5,2.50,1.75,2.5,2.5,2.25,2.5,2.275,2.50,Passed,66,75,37.3,100,100,50,3.97,3.8,3.93,4.12,3.66,5
2241702292,"Garcia, Justine F.",1,1,1,1.00,1,1.25,1,1.00,1,1.075,1.00,Passed,100,100,50,100,100,50,4.98,4.79,5,4.81,4.67,5
2205755057,"Tolentino, Mark A.",2.25,2.25,2,2.25,2.5,2.5,2.75,2.50,2.15,2.6,2.25,Passed,77,78,40.5,100,100,50,3.71,3.72,3.54,3.98,3.71,5
2296101615,"Tolentino, Kyle F.",2.75,2.75,2.75,2.75,3,3,3.25,3.00,2.75,3.1,3.00,Passed,67,66,32.5,100,100,50,3.27,2.92,3.04,3.06,2.58,5
2244891040,"Aquino, Elisabeth G.",3,2.75,2.5,2.75,2.75,2.5,2.75,2.75,2.725,2.675,2.75,Passed,62,68,35,100,100,50,3.5,3.71,3.42,3.36,3.27,5
2277890517,"Mendoza, Jade I.",2,2,1.75,2.00,2,1.75,1.5,1.75,1.9,1.725,1.75,Passed,83,81,43,100,100,50,4.36,3.91,4.34,4.54,4.51,5
2215945176,"Bautista, John B.",1.5,1.5,1.5,1.50,1.25,1.25,1.5,1.25,1.5,1.35,1.50,Passed,90,89,45.1,100,100,50,4.69,4.55,4.72,4.56,4.57,5
2267623170,"Delfin, Nathan D.",3.25,3,2.75,3.00,3,3.25,3.25,3.25,2.975,3.175,3.00,Passed,56,61,32.8,100,100,50,2.94,2.36,2.87,3.35,3.18,5
2220982657,"Aquino, Meljon M.",2.5,3,3.25,3.00,2.75,2.75,2.75,2.75,2.95,2.75,2.75,Passed,74,60,29.2,100,100,50,3.23,3.35,3.54,3.25,3.04,5
2220102037,"Maraon, Kim C.",1,1,1,1.00,1.25,1.25,1.25,1.25,1,1.25,1.00,Passed,96,96,49.3,100,100,50,5,4.52,5,4.79,4.69,5
2371194224,"Santos, Justine M.",2.5,2.75,2.75,2.75,2.5,2.75,2.5,2.50,2.675,2.575,2.50,Passed,73,66,34.2,100,100,50,3.64,3.4,3.56,3.4,3.7,5
2202925334,"Uy, Kevin K.",1.25,1.25,1,1.25,1,1,1,1.00,1.15,1,1.00,Passed,93,93,50,100,100,50,5,4.97,5,4.78,4.71,5
2337333567,"Publico, Jaymarc J.",3,1.75,2.5,2.50,2,2.5,2.5,2.25,2.425,2.35,2.50,Passed,63,86,36.6,100,100,50,3.98,3.89,4.03,3.63,3.69,5
2398018203,"Merina, Lester A.",3,3.25,2.5,2.75,3,3,2.75,3.00,2.875,2.9,3.00,Passed,64,58,36.1,100,100,50,2.97,3.4,2.76,3.41,3.19,5
2353702828,"Melendez, Mary L.",3.75,3.75,5,5.00,4,4,4,5.00,4.25,4,5.00,Failed,49,47,18.7,100,100,50,2.23,2.15,2.42,2.05,1.81,5
2306353693,"Mendoza, Kate D.",2.25,1.25,1.75,1.75,1.75,1.5,1.75,1.75,1.75,1.675,1.75,Passed,78,93,43.3,100,100,50,4.49,4.32,4.23,4.49,3.98,5
2219081711,"Mendoza, Carlo A.",3,3.5,2.75,3.00,3.5,3.5,3.75,5.00,3.05,3.6,5.00,Failed,64,54,33.8,100,100,50,2.46,2.62,2.6,2.92,2.55,5
2260941694,"Publico, Natalie M.",4,5,3.5,5.00,5,5,3.75,5.00,4.1,4.5,5.00,Failed,42,39,27.3,100,100,50,2.32,1.94,2.46,2.11,1.96,5
2241744595,"Melendez, Jeter G.",1.5,1.5,1.5,1.50,1.5,1.25,2,1.50,1.5,1.625,1.50,Passed,87,90,45.2,100,100,50,4.31,4.45,4.48,4.66,4.12,5
2204211010,"Mendoza, Christian C.",2.75,2.75,2.25,2.50,2.75,2.5,2.5,2.50,2.55,2.575,2.50,Passed,65,66,37.9,100,100,50,3.29,3.62,3.58,3.53,3.27,5
2373621322,"Maraon, Claire G.",3.5,3.5,3.75,5.00,4,4,3.75,5.00,3.6,3.9,5.00,Failed,51,53,24.7,100,100,50,2.3,2.33,2.07,2.34,2.24,5
2380169022,"De Guzman, Natalie E.",2.75,2.25,2.5,2.50,2.75,2.75,2.75,2.75,2.5,2.75,2.50,Passed,66,77,36.6,100,100,50,3.24,3.58,3.76,3.25,3.26,5
2299348409,"Aquino, Elisabeth J.",2.25,2.5,2,2.25,2.5,2.5,2.5,2.50,2.225,2.5,2.25,Passed,79,72,42.3,100,100,50,3.7,4.01,3.31,3.53,4.02,5
2217874530,"Salazar, Justine K.",1,1.25,1.25,1.25,1.5,1,1,1.25,1.175,1.15,1.25,Passed,96,95,46,100,100,50,4.57,5,4.59,4.94,4.75,5
2308787620,"De Guzman, Winchel E.",3.25,3.5,3.75,5.00,3.5,3.75,3.5,5.00,3.525,3.575,5.00,Failed,57,50,23.5,100,100,50,2.46,2.59,2.73,2.49,2.52,5
2317915849,"Malana, Rogelio D.",2.25,2,2.25,2.25,2.75,3,2.5,2.75,2.175,2.725,2.50,Passed,75,80,38,100,100,50,3.93,3.51,3.59,3.33,3.5,5
2255765587,"Dela Cerna, Natalie E.",5,5,5,5.00,5,5,5,5.00,5,5,5.00,Failed,27,36,15.1,100,100,50,1.73,1.4,1.26,1.61,1.8,5
2266408257,"Aquino, Sean H.",2,2.75,2.5,2.50,2.5,2.25,2,2.25,2.425,2.225,2.25,Passed,80,67,37,100,100,50,3.81,3.72,3.7,4.07,3.7,5
2258984679,"Dela Cruz, James N.",3.25,3,2.75,3.00,3,3,3.5,3.25,2.975,3.2,3.00,Passed,58,61,32.6,100,100,50,2.84,3.12,2.87,2.75,3.12,5
2200211672,"Dela Cruz, Jessa G.",1.5,2,1.75,1.75,2,1.5,1.25,1.50,1.75,1.55,1.75,Passed,88,83,43.1,100,100,50,4.13,4.46,4.28,4.89,4.2,5
2248607624,"Gonzales, Mary M.",4,3.5,3,3.50,3.75,3.25,3.75,5.00,3.45,3.6,5.00,Failed,44,52,30.1,100,100,50,2.34,2.59,2.67,2.93,2.42,5
2321523460,"Flores, Ella F.",3.25,2.75,3.25,3.00,2.75,2.75,2.75,2.75,3.1,2.75,3.00,Passed,58,69,29.6,100,100,50,2.94,3.3,3.48,3.35,3.53,5
2343097792,"Albarracin, Sean C.",2.25,2.5,2.75,2.50,2.5,2.5,2.75,2.50,2.525,2.6,2.50,Passed,76,70,33.3,100,100,50,3.44,3.18,3.8,3.36,3.71,5
2314716022,"Publico, Kate N.",1,1.25,1,1.00,1,1,1,1.00,1.075,1,1.00,Passed,96,93,50,100,100,50,5,4.68,5,5,4.93,5
2212363128,"Gumapac, Kyle I.",2.5,3,2.5,2.75,2.5,2.5,2.5,2.50,2.65,2.5,2.50,Passed,72,64,35.4,100,100,50,3.53,3.62,3.43,3.33,3.38,5
2319554766,"Cabuco, Jessa F.",2,2,2,2.00,2.5,2.5,2.25,2.50,2,2.4,2.25,Passed,80,80,42.2,100,100,50,3.61,3.56,3.38,3.66,3.61,5
2298793441,"De Guzman, Jaymarc P.",2.75,2.75,2.75,2.75,3,2.75,3,3.00,2.75,2.925,2.75,Passed,66,69,34.8,100,100,50,3.13,3.53,3.31,3.15,2.89,5
2236597814,"Valdez, Kyle E.",2.75,2,2.5,2.50,2.75,2.5,2.5,2.50,2.425,2.575,2.50,Passed,68,80,35.7,100,100,50,3.8,3.16,3.82,3.79,3.46,5
2279796020,"Maraon, Carlo A.",3.25,3.5,5,5.00,3.75,4,4,5.00,4.025,3.925,5.00,Failed,58,50,19.6,100,100,50,2.28,2.47,2.46,2.12,2.6,5
2303053120,"Lisondra, Kyle D.",3.75,4,3.75,5.00,5,4,4,5.00,3.825,4.3,5.00,Failed,46,44,24.6,100,100,50,2.04,1.92,2,2.03,2.01,5
2361748259,"Ramos, Kim I.",4,3.5,3.75,5.00,3.75,3.75,3.75,5.00,3.75,3.75,5.00,Failed,44,52,24.3,100,100,50,2.15,2.75,2.19,2.69,2.68,5
2297553891,"Soriano, Winchel P.",1,1.25,1.25,1.25,1,1.25,1.25,1.25,1.175,1.175,1.25,Passed,98,95,46.9,100,100,50,4.45,4.96,4.76,4.65,4.64,5
2267499382,"Garcia, Miguel M.",3,3.25,3.25,3.25,3,3,3.75,3.25,3.175,3.3,5.00,Failed,63,55,28.2,100,100,50,3.2,2.93,2.7,2.89,2.69,5
2385823900,"De Guzman, Miky A.",2.25,2.5,2.5,2.50,2.5,3,2.5,2.75,2.425,2.65,2.50,Passed,75,73,36.4,100,100,50,4.01,3.46,3.36,3.66,3.5,5
2334064430,"Gumapac, Mark F.",3.5,3.25,3.5,3.50,3.5,4,3.75,5.00,3.425,3.75,5.00,Failed,52,56,26.5,100,100,50,2.32,2.66,2.39,2.43,2.52,5
2367618848,"Dela Cerna, Christian P.",3,2.75,2.75,2.75,2.75,3,2.75,2.75,2.825,2.825,2.75,Passed,63,69,34.2,100,100,50,2.98,3.34,3.16,3.38,3.46,5
2292266847,"Cajes, Angela G.",1.5,1.5,1.5,1.50,1.25,2,1.5,1.50,1.5,1.575,1.50,Passed,87,87,44.8,100,100,50,4.29,4.34,4.39,4.08,4.61,5
